번호,관리번호,지정일자,해제일자,운영상태,읍면동명,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
148,6510000-S202100042,2021.11.25,,사용중,,예나빌딩(지하주차장 1층),공공용시설,"제주특별자치도 제주시 서광로 83, 예나빌딩 (용담이동)",제주특별자치도 제주시 용담이동 2757-1 예나빌딩,63164,지하,1054,1277,2023.4.30 10:51,I,2023.7.28 1:14,33,30,2.19,126,30,17.84,33.50047336,126.5049648,907574.4594,1501399.677
149,6510000-S202100002,2021.7.22,,사용중,,고덕하이츠연립주택(지하주차장 1층),공공용시설,"제주특별자치도 제주시 고산동산5길 21-1, 지하주차장 1층 (이도이동, 고덕하이츠빌라)",제주특별자치도 제주시 이도이동 1053-1 고덕하이츠빌라(지하주차장 1층),63210,지하,533.77,646,2023.6.12 9:08,I,2023.7.28 1:14,33,29,47.64,126,32,4.59,33.49660502,126.5347106,910333.5624,1500944.682
150,6510000-S202100005,2021.9.1,,사용중,,제주 이도 한일베라체 아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 신설로 55, 지하주차장 1층 (이도이동, 한일베라체아파트)",제주특별자치도 제주시 이도이동 1956 한일베라체아파트(지하주차장 1층),63229,지하,6918.9,8386,2023.6.12 9:14,I,2023.7.28 1:14,33,29,31.57,126,32,45.35,33.49210197,126.5459317,911371.3464,1500435.77
151,6510000-S202100009,2021.9.28,,사용중,,제주법조타워(지하주차장 3층),공공용시설,"제주특별자치도 제주시 남광북1길 1, 제주법조타워 지하주차장3층 (이도이동)",제주특별자치도 제주시 이도이동 1065-6 제주법조타워(지하주차장 3층),63223,지하,826,1001,2023.6.12 9:17,I,2023.7.28 1:14,33,29,40.54,126,32,3.55,33.49452741,126.5344006,910302.6255,1500714.594
152,6510000-S202100011,2021.9.28,,사용중,,그랑팰리스(지하주차장 1층),공공용시설,"제주특별자치도 제주시 천수로9길 1(일도이동, 그랑펠리스)",제주특별자치도 제주시 일도이동 416-7 그랑펠리스,63255,지하,1056,1280,2023.4.11 12:09,I,2023.7.28 1:14,33,30,15.64,126,32,32.77,33.50448749,126.5424832,911063.6478,1501811.964
153,6510000-S202100015,2021.9.29,,사용중,한경면,한경서해파스텔(지하주차장 1층),공공용시설,제주특별자치도 제주시 한경면 주전길 78(한경 서해파스텔),제주특별자치도 제주시 한경면 용수리 1365 한경 서해파스텔,63009,지하,1415,1715,2023.4.29 10:41,I,2023.7.28 1:14,33,20,9.63,126,10,35.5,33.33600929,126.1765275,876833.0955,1483504.775
154,6510000-S202100016,2021.10.1,,사용중,,북수구 공영주차장(지하주차장 1층),공공용시설,,제주특별자치도 제주시 일도일동 1225 (일도일동 1225외 24필지),,지하,1788.71,2168,2023.3.28 10:19,I,2023.7.28 1:14,33,30,51.56,126,31,39.8,33.51431641,126.5277313,909703.6186,1502914.49
155,6510000-S202100017,2021.10.1,,사용중,,산짓물 공영주차장(지하주차장 1층),공공용시설,,제주특별자치도 제주시 건입동 1328 (건입동 1328외 30필지),,지하,2268.82,2750,2023.4.30 11:10,I,2023.7.28 1:14,33,30,57.54,126,31,44.24,33.5159809,126.5289624,909819.6877,1503097.97
156,6510000-S202100022,2021.10.18,,사용중,,세기에코빌(지하주차장 1층),공공용시설,"제주특별자치도 제주시 중앙로 274, 지하주차장1층 (이도이동, 세기 에코빌)",제주특별자치도 제주시 이도이동 1018 세기 에코빌(지하주차장 1층),63206,지하,455.38,551,2023.6.12 9:20,I,2023.7.28 1:14,33,29,44.47,126,31,56.37,33.49573594,126.5323842,910116.5566,1500850.334
157,6510000-S202100034,2021.10.26,,사용중,,제주시농협동문지점(지하주차장 1층),공공용시설,제주특별자치도 제주시 동문로 54(일도이동),제주특별자치도 제주시 일도이동 994-13,63265,지하,386,467,2023.4.11 12:13,I,2023.7.28 1:14,33,30,46.88,126,31,56.63,33.51307295,126.5323607,910132.2923,1502772.602
158,6510000-S202100037,2021.11.16,,사용중,,프로빌B단지연립주택(지하주차장 1층),공공용시설,"제주특별자치도 제주시 금월길 46-2(아라이동, 프로빌B단지연립주택)",제주특별자치도 제주시 아라이동 1146 프로빌B단지연립주택,63246,지하,1027,1244,2021.11.17 16:10,I,2023.7.28 1:14,33,29,3.97,126,33,4,33.48436927,126.5511475,911848.0561,1499573.967
159,6510000-S202100038,2021.11.16,,사용중,,프로빌C단지연립주택(지하주차장 1층),공공용시설,"제주특별자치도 제주시 금월길 46-4(아라이동, 프로빌C단지연립주택)",제주특별자치도 제주시 아라이동 1148 프로빌C단지연립주택,63246,지하,949,1150,2023.5.1 13:48,I,2023.7.28 1:14,33,29,3.79,126,33,1.01,33.484353,126.5503625,911775.1074,1499572.831
160,6510000-S201900012,2020.3.17,,사용중,,신천지아파트108동(지하 1층),공공용시설,"제주특별자치도 제주시 천수로 72 (일도이동, 일도신천지아파트)",제주특별자치도 제주시 일도이동 47번지 1호 일도신천지아파트,63258,지하,569.2,689,2023.4.11 12:02,I,2023.7.28 1:14,33,30,18.2,126,32,37.41,33.50505675,126.5437262,911179.6911,1501874.017
161,6510000-S202100019,2021.10.13,,사용중,,구좌읍 다목적문화센터(지하주차장 1층),공공용시설,제주특별자치도 제주시 구좌읍 일주동로 3116,제주특별자치도 제주시 구좌읍 세화리 1561-7,63360,지하,591.7,717,2023.4.3 16:49,I,2023.7.28 1:14,33,31,22.14,126,51,8.06,33.52281585,126.8522378,939847.6464,1503621.568
162,6510000-S202100025,2021.10.18,,사용중,,제주첨단꿈에그린3단지(P3. 지하주차장 1층),공공용시설,"제주특별자치도 제주시 첨단로동길 106(월평동, 제주첨단 꿈에그린 3단지 아파트)",제주특별자치도 제주시 월평동 747 제주첨단 꿈에그린 3단지 아파트,63309,지하,1803,2185,2023.5.1 13:55,I,2023.7.28 1:14,33,27,0.98,126,34,37.84,33.45027278,126.5771772,914232.8136,1495771.755
163,6510000-S202100031,2021.11.1,,사용중,,삼부장미주상복합아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 고마로 56(일도이동, 삼부장미주상복합아파트)",제주특별자치도 제주시 일도이동 330-26 삼부장미주상복합아파트,63273,지하,559,677,2023.4.11 12:12,I,2023.7.28 1:14,33,30,33.22,126,32,21.26,33.50922311,126.5393797,910780.2444,1502339.692
164,6510000-S202100033,2021.10.28,,사용중,,태홍누리안(지하주차장 1층),공공용시설,"제주특별자치도 제주시 고마로13길 14(일도이동, 태홍누리안아파트1차)",제주특별자치도 제주시 일도이동 357 태홍누리안아파트1차,63253,지하,600,727,2023.4.11 12:13,I,2023.7.28 1:14,33,30,31.74,126,32,27.94,33.50883695,126.5410424,910934.2808,1502295.448
165,6510000-S202100035,2021.11.2,,사용중,,우당뜨래별아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 동문로 131(건입동, 우당뜨래별)",제주특별자치도 제주시 건입동 710-7 우당뜨래별,63283,지하,925,1121,2023.4.30 11:12,I,2023.7.28 1:14,33,30,50.49,126,32,26.17,33.51396894,126.540587,910897.2375,1502864.85
166,6510000-S202100039,2021.11.16,,사용중,,프로빌D단지연립주택(지하주차장 1층),공공용시설,"제주특별자치도 제주시 금월길 46-6(아라이동, 프로빌D단지연립주택)",제주특별자치도 제주시 아라이동 1138 프로빌D단지연립주택,63246,지하,907,1099,2023.5.1 13:49,I,2023.7.28 1:14,33,29,2.67,126,33,2.6,33.48407386,126.5507235,911808.3641,1499541.574
167,6510000-S202100040,2021.11.16,,사용중,,프로빌E단지연립주택(지하주차장 1층),공공용시설,"제주특별자치도 제주시 금월길 46-5(아라이동, 프로빌E단지연립주택)",제주특별자치도 제주시 아라이동 1140-5 프로빌E단지연립주택,63246,지하,954,1156,2023.5.1 13:51,I,2023.7.28 1:14,33,29,0.84,126,33,4.39,33.48351003,126.5511476,911847.1927,1499478.7
168,6510000-S202100043,2021.12.1,,사용중,,용연엔타운아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 흥운길 57(용담이동, 용연엔타운아파트)",제주특별자치도 제주시 용담이동 467 용연엔타운아파트,63152,지하,996,1207,2021.12.1 16:14,I,2023.7.28 1:14,33,30,50.27,126,30,46.85,33.51383501,126.5130404,908338.689,1502873.996
169,6510000-S202100044,2021.12.1,,사용중,,용담월드하우스(지하주차장 1층),공공용시설,"제주특별자치도 제주시 서문로5길 19(용담일동, 용담월드하우스)",제주특별자치도 제주시 용담일동 56-6 용담월드하우스,63153,지하,781,946,2023.4.30 10:28,I,2023.7.28 1:14,33,30,47.89,126,31,0.14,33.51324433,126.5167932,908686.6134,1502805.195
170,6510000-S202100004,2021.7.27,,사용중,,나라키움 제주복합관사(지하주차장 2층),공공용시설,"제주특별자치도 제주시 중앙로 273, 지하주차장 2층 (이도이동, 나라키움 제주복합관사)",제주특별자치도 제주시 이도이동 1860-1 나라키움 제주복합관사(지하주차장 2층),63210,지하,2443.11,2961,2023.6.12 9:13,I,2023.7.28 1:14,33,29,46.6,126,31,57.6,33.49608569,126.5326763,910144.054,1500888.86
171,6510000-S202100014,2021.9.29,,사용중,한경면,곶자왈아이파크(지하주차장 2층),공공용시설,제주특별자치도 제주시 한경면 녹차분재로 609(곶자왈 아이파크),제주특별자치도 제주시 한경면 저지리 2877 곶자왈 아이파크,63005,지하,4763,5773,2023.4.29 10:36,I,2023.7.28 1:14,33,19,23.33,126,15,41.88,33.32314689,126.2616329,884736.868,1481981.31
172,6510000-S202100018,2021.10.5,,사용중,,동인스파월드빌(지하주차장 2층),공공용시설,"제주특별자치도 제주시 중앙로26길 2(삼도이동, 동인스파월드빌)",제주특별자치도 제주시 삼도이동 1241-14 동인스파월드빌,63179,지하,800,969,2023.4.30 9:34,I,2023.7.28 1:14,33,30,21.44,126,31,29.55,33.50581872,126.5249489,909436.3478,1501974.729
173,6510000-S202100020,2021.10.14,,사용중,,태홍누리안5차아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 신대로 136(연동, 코스모스태홍누리안5차아파트)",제주특별자치도 제주시 연동 304-5 코스모스태홍누리안5차아파트,63133,지하,2276.54,2759,2023.4.13 11:48,I,2023.7.28 1:14,33,29,6.27,126,29,45.72,33.48515418,126.4961636,906740.4854,1499709.025
174,6510000-S202100021,2021.10.14,,사용중,,태홍누리안5차아파트(지하주차장 2층),공공용시설,"제주특별자치도 제주시 신대로 136(연동, 코스모스태홍누리안5차아파트)",제주특별자치도 제주시 연동 304-5 코스모스태홍누리안5차아파트,63133,지하,2129.96,2581,2023.4.13 11:49,I,2023.7.28 1:14,33,29,6.27,126,29,45.72,33.48515418,126.4961636,906740.4854,1499709.025
175,6510000-S202100029,2021.10.14,,사용중,,정우인화캐슬(지하주차장 1층),공공용시설,"제주특별자치도 제주시 고마로3길 6(일도이동, 정우인화캐슬)",제주특별자치도 제주시 일도이동 132-34 정우인화캐슬,63250,지하,241.79,293,2023.4.11 12:12,I,2023.7.28 1:14,33,30,46.44,126,32,19.39,33.51293191,126.5387827,910728.5985,1502751.419
176,6510000-S202100045,2021.12.24,,사용중,,한아름아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 동대1길 19(건입동, 한아름아파트)",제주특별자치도 제주시 건입동 1036-1 한아름아파트,63281,지하,570,690,2023.4.30 11:09,I,2023.7.28 1:14,33,31,3.43,126,32,15.42,33.51761171,126.5376656,910629.6618,1503271.257
177,6510000-S202200001,2022.10.12,,사용중,,동녘도서관(지하 1층),공공용시설,"제주특별자치도 제주시 구좌읍 일주동로 3148, 동녘도서관",제주특별자치도 제주시 구좌읍 세화리 1198-1 동녘도서관,63361,지하,81.25,98,2023.4.29 9:55,I,2023.7.28 1:14,33,31,13.62,126,51,16.44,33.52061577,126.854659,940070.973,1503376.239
178,6510000-S202200002,2022.10.7,,사용중,,마음에온함덕(지하주차장1층),공공용시설,제주특별자치도 제주시 조천읍 조함해안로 642 (마음에온함덕),제주특별자치도 제주시 조천읍 함덕리 산 6-8 마음에온함덕,63333,지하,1200,1454,2023.5.31 11:27,I,2023.7.28 1:14,33,32,27.97,126,40,42.82,33.54110246,126.6785598,923735.2694,1505763.287
179,6510000-S202200004,2022.10.7,,사용중,,서반아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 고마로 21(일도이동, 서반아파트)",제주특별자치도 제주시 일도이동 132-44 서반아파트,63250,지하,473.11,573,2023.5.31 12:38,I,2023.7.28 1:14,33,30,44.54,126,32,19.39,33.51209941,126.5386858,910718.7415,1502659.199
180,6510000-S202200005,2022.10.12,,사용중,,이룸해피안(지하주차장1층),공공용시설,"제주특별자치도 제주시 동광로 97(일도이동, 이룸해피안)",제주특별자치도 제주시 일도이동 361-25 이룸해피안,63274,지하,978.24,1185,2023.5.31 11:25,I,2023.7.28 1:14,33,30,20.45,126,32,16,33.50565122,126.5379334,910642.2357,1501944.902
181,6510000-S200300006,2019.2.22,,사용중,,영보맨션 가동(지하주차장 1층),공공용시설,"제주특별자치도 제주시 용화로5길 7 (용담이동, 영보맨션)",제주특별자치도 제주시 용담이동 609번지 2호,63157,지하,392.14,475,2021.12.31 14:40,I,2023.7.28 1:14,33,30,38.15,126,30,21.64,33.51051805,126.5062288,907702.537,1502512.264
182,6510000-S201400011,2019.2.18,,사용중,,도체육회관(지하 1층),공공용시설,"제주특별자치도 제주시 서광로2길 24, 도체육회관 (오라일동)",제주특별자치도 제주시 오라일동 1165번지,63189,지하,317,384,2023.6.14 10:11,I,2023.7.28 1:14,33,29,53.11,126,30,46.34,33.49808631,126.5128733,908306.5596,1501127.997
183,6510000-S201800001,2018.1.10,,사용중,,삼화엘에이치3단지(지하주차장 1층),공공용시설,제주특별자치도 제주시 화삼로 110 (제주삼화엘에이치3단지),제주특별자치도 제주시 도련이동 550번지,63324,지하,15246,18480,2023.5.1 13:25,I,2023.7.28 1:14,33,30,50.13,126,35,7.99,33.51425174,126.5852375,915044.4509,1502858.753
184,6510000-S199801006,2019.2.7,,사용중,,화북4아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 동화로1길 10 (화북일동, 화북4아파트)",제주특별자치도 제주시 화북일동 12번지 1호,63301,지하,5890.9,7140,2023.6.15 16:26,I,2023.7.28 1:14,33,31,3.07,126,34,30.7,33.51927915,126.5743214,914035.5892,1503425.159
185,6510000-S199401006,1994.9.24,,사용중,한경면,한경면사무소(지하 1층),공공용시설,제주특별자치도 제주시 한경면 두신로 84 (한경면사무소),제주특별자치도 제주시 한경면 247번지,63002,지하,68.8,83,2023.3.22 9:35,I,2023.7.28 1:14,33,21,0.6,126,11,3.22,33.35013679,126.1839609,877544.7048,1485062.444
186,6510000-S201000002,2020.1.30,,사용중,,삼도1동주민센터(지하주차장 1층),공공용시설,"제주특별자치도 제주시 전농로 40 (삼도일동, 삼도일동행정복지센터)",제주특별자치도 제주시 삼도일동 508번지 4호,63176,지하,751,910,2023.4.29 17:39,I,2023.7.28 1:14,33,30,14.74,126,31,2.49,33.50434425,126.517268,908721.3719,1501817.976
187,6510000-S201000006,2019.2.14,,사용중,,한국토지주택공사(지하주차장 1층),공공용시설,제주특별자치도 제주시 전농로 100 (삼도일동),제주특별자치도 제주시 삼도일동 305번지 4호,63180,지하,608,736,2023.4.29 17:42,I,2023.7.28 1:14,33,30,14.91,126,31,25.27,33.50421312,126.523833,909331.0261,1501797.681
188,6510000-S201400003,2019.2.18,,사용중,,오라관광주식회사오라컨트리클럽(골프연습장 지하 1층),공공용시설,"제주특별자치도 제주시 오라남로 130-16, 오라칸트리클럽 (오라이동)",제주특별자치도 제주시 오라이동 289번지 3호 오라칸트리클럽,63144,지하,1855.31,2248,2023.6.14 15:23,I,2023.7.28 1:14,33,26,54.61,126,30,49.79,33.4485023,126.5138292,908343.1641,1495629.525
189,6510000-S201400013,2019.2.18,,사용중,,제주과학고등학교(지하 1층),공공용시설,"제주특별자치도 제주시 산록북로 421-1, 제주과학고등학교 (오라이동)",제주특별자치도 제주시 오라이동 산 100번지 제주과학고등학교,63144,지하,710,860,2023.6.14 10:16,I,2023.7.28 1:14,33,25,35.83,126,31,53.2,33.42653611,126.5314188,909955.3524,1493178.668
190,6510000-S200300044,2019.2.20,,사용중,,삼환2차아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 정존11길 35 (노형동),제주특별자치도 제주시 노형동 2614번지 4호,63102,지하,1847,2238,2023.4.17 11:20,I,2023.7.28 1:14,33,29,10.77,126,28,26.24,33.48647939,126.4743648,904716.674,1499875.75
191,6510000-S201100023,2019.2.18,,사용중,,신제주오피스텔(지하주차장 1층~4층),공공용시설,"제주특별자치도 제주시 신광로 103 (연동, 신제주오피스텔)",제주특별자치도 제주시 연동 276번지 9호,63136,지하,1564.36,1896,2023.4.13 11:44,I,2023.7.28 1:14,33,28,58.44,126,29,24.31,33.48284811,126.4900783,906172.6336,1499458.82
192,6510000-S201100045,2019.3.12,,사용중,,노형아이파크(지하주차장 1층),공공용시설,"제주특별자치도 제주시 원노형로 90 (노형동, 노형아이파크)",제주특별자치도 제주시 노형동 731-1 노형아이파크,63086,지하,2179.17,2641,2023.5.22 17:34,I,2023.7.28 1:14,33,28,50.52,126,29,4.7,33.48069928,126.4846377,905664.8152,1499225.498
193,6510000-S200500005,2005.10.20,,사용중,,외도1차 부영아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 우정로11길 22 (외도일동),제주특별자치도 제주시 외도일동 560번지 1호,63070,지하,11331.63,13735,2023.9.8 10:56,U,2023.9.10 2:40,33,29,12.79,126,26,1.74,33.48771855,126.4332104,900894.5981,1500051.669
194,6510000-S201100044,2019.3.4,,사용중,,부영3차아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 과원로 27 (노형동),제주특별자치도 제주시 노형동 754번지 3호,63090,지하,3308.2,4009,2023.4.17 12:12,I,2023.7.28 1:14,33,28,36.9,126,29,11.33,33.47647074,126.4863837,905822.4695,1498755.071
195,6510000-S201100006,2019.2.26,,사용중,,하귀농협하나로마트(지하주차장 1층),공공용시설,제주특별자치도 제주시 애월읍 일주서로 7136,제주특별자치도 제주시 애월읍 190번지 1호,63054,지하,1500,1818,2023.6.16 15:03,I,2023.7.28 1:14,33,29,5.58,126,24,42.56,33.48538565,126.4116523,898889.0303,1499813.791
196,6510000-S200300043,2019.3.11,,사용중,,롯데마트(지하주차장 1층),공공용시설,제주특별자치도 제주시 연북로 1 (노형동),제주특별자치도 제주시 노형동 708번지,63084,지하,7148,8664,2023.4.17 11:13,I,2023.7.28 1:14,33,28,56.81,126,28,54.37,33.48232062,126.481692,905392.8902,1499407.944
197,6510000-S201100046,2019.3.11,,사용중,,중흥S클래스아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 한라대학로 107 (노형동),제주특별자치도 제주시 노형동 753번지 1호,63089,지하,1263,1530,2023.4.17 12:13,I,2023.7.28 1:14,33,28,35.52,126,28,52.54,33.47647705,126.4817693,905393.7236,1498759.965
198,6510000-S200300045,2019.3.12,,사용중,,세기7차아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 정존3길 34 (노형동),제주특별자치도 제주시 노형동 2527번지 5호,63103,지하,1854,2247,2023.4.17 11:36,I,2023.7.28 1:14,33,29,3.57,126,28,17.83,33.48426055,126.4715505,904452.7778,1499632.322
199,6510000-S201900001,2019.4.4,,사용중,,진우파크빌(지하 1층),공공용시설,제주특별자치도 제주시 조천읍 함덕남12길 19-6 (진우파크빌),제주특별자치도 제주시 조천읍 함덕리 290-107 진우파크빌,63334,지하,720,872,2023.4.15 10:34,I,2023.7.28 1:14,33,31,58.29,126,40,27.25,33.53285775,126.6742351,923326.4635,1504852.351
200,6510000-S201900002,2019.4.4,,사용중,,조천주암썬빌리지 103동(지하 1층),공공용시설,제주특별자치도 제주시 조천읍 신북로 324 (조천주암썬빌리지),제주특별자치도 제주시 조천읍 1188번지,63331,지하,875.85,1061,2023.4.29 10:09,I,2023.7.28 1:14,33,32,23.9,126,38,42.85,33.5404894,126.6455473,920669.6562,1505720.084
201,6510000-S201900003,2019.4.4,,사용중,,이루안빌리지(지하주차장 1층),공공용시설,제주특별자치도 제주시 조천읍 신촌3길 28,제주특별자치도 제주시 조천읍 2220번지 6호,63337,지하,273,330,2023.4.29 10:05,I,2023.7.28 1:14,33,32,7.64,126,37,7.67,33.53552114,126.618713,918173.507,1505190.082
202,6510000-S201900004,2019.4.4,,사용중,,상하수도본부(지하 1층),공공용시설,제주특별자치도 제주시 조천읍 중산간동로 601 (제주특별자치도 수자원본부),제주특별자치도 제주시 조천읍 2778번지 30호,63343,지하,200,242,2023.4.29 10:20,I,2023.7.28 1:14,33,29,59.51,126,39,2.8,33.49934275,126.6499051,921036.8748,1501154.658
203,6510000-S201900005,2019.6.27,,사용중,,혜성대유아파트 102동(지하 1층),공공용시설,"제주특별자치도 제주시 연수로 40 (일도이동, 혜성대유아파트)",제주특별자치도 제주시 일도이동 46번지 1호,63257,지하,681.3,825,2023.4.11 11:53,I,2023.7.28 1:14,33,30,20.94,126,32,42.77,33.5054466,126.5446894,911269.5512,1501916.418
204,6510000-S200000001,2002.1.1,,사용중,,장원월드컵아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 서광로29길 25 (이도일동, 장원월드컵아파트)",제주특별자치도 제주시 이도일동 1650번지 4호,63199,지하,2214.89,2684,2023.4.29 14:02,I,2023.7.28 1:14,33,30,8.72,126,31,30.11,33.50240304,126.5262261,909551.4328,1501594.9
205,6510000-S199401022,1995.5.1,,사용중,,부양장미2차아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 오복2길 27, 지하1층 (이도이동, 부양장미2차아파트)",제주특별자치도 제주시 이도이동 1078-6 부양장미2차아파트(지하주차장 1층),63223,지하,770.2,933,2023.6.9 17:36,I,2023.7.28 1:14,33,29,37.6,126,32,12.01,33.49362384,126.5366673,910512.2628,1500612.455
206,6510000-S202200007,2022.10.7,,사용중,,이호엘리시아아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 대동길 10(이호이동, 이호 엘리시아 아파트)",제주특별자치도 제주시 이호이동 113-2 이호 엘리시아 아파트,63109,지하,1361,1649,2023.6.14 11:47,I,2023.7.28 1:14,33,29,37.78,126,27,46.97,33.49384724,126.4632191,903689.3315,1500702.952
207,6510000-S202200008,2022.12.16,,사용중,,함덕해밀타운아파트(지하주차장1층),공공용시설,제주특별자치도 제주시 조천읍 신북로 460(함덕 해밀타운 아파트),제주특별자치도 제주시 조천읍 함덕리 3052-1 함덕 해밀타운 아파트,63333,지하,7842,9505,2023.5.31 11:24,I,2023.7.28 1:14,33,32,36.8,126,39,34.26,33.54381161,126.6594615,921964.5181,1506077.874
208,6510000-S202300001,2023.5.17,,사용중,,이지앤스토리 기숙사(지하 1층),공공용시설,제주특별자치도 제주시 우도면 천진동길 63,제주특별자치도 제주시 우도면 연평리 1545-4,63365,지하,129.7,157,2023.7.12 9:39,I,2023.7.28 1:14,33,30,1.51,126,57,8.4,33.5002485,126.9526627,949160.2099,1501065.783
209,6510000-S202300002,2023.5.17,,사용중,,한국국토정보공사 제주지역본부(지하1층~2층),공공용시설,제주특별자치도 제주시 신대로 118 (연동),제주특별자치도 제주시 연동 303-3,63123,지하,1413.54,1713,2023.5.31 12:49,I,2023.7.28 1:14,33,29,12.83,126,29,45.93,33.48688891,126.4962061,906746.2929,1499901.327
210,6510000-S199601007,1996.12.31,,사용중,,동아아파트 101동(지하 1층),공공용시설,"제주특별자치도 제주시 독짓골8길 67, 101동 지하1층 (이도이동, 동아아파트)",제주특별자치도 제주시 이도이동 1909-19 동아아파트(지하 1층) 101동,63221,지하,274.4,332,2023.6.9 17:50,I,2023.7.28 1:14,33,29,20.77,126,31,50.8,33.48910226,126.5307789,909960.5672,1500116.215
211,6510000-S202200006,2022.10.7,,사용중,,봉개동복지회관(지하1층),공공용시설,제주특별자치도 제주시 봉개북1길 7(봉개동),제주특별자치도 제주시 봉개동 1825-1,63327,지하,311,376,2023.5.1 13:31,I,2023.7.28 1:14,33,29,28.63,126,35,42.1,33.49118107,126.5950837,915936.6108,1500292.786
212,6510000-S199401016,1995.2.1,,사용중,,혜성무지개타운103동(지하 1층),공공용시설,"제주특별자치도 제주시 남광로 65, 103동 지하1층 (이도이동, 혜성무지개타운)",제주특별자치도 제주시 이도이동 438 혜성무지개타운(지하1층) 103동,63226,지하,562,681,2023.6.9 17:27,I,2023.7.28 1:14,33,29,44.1,126,32,31.51,33.49558217,126.5420853,911017.5848,1500824.927
213,6510000-S200300001,2019.2.22,,사용중,,미화빌라(지하주차장 1층),공공용시설,"제주특별자치도 제주시 용담로 36 (용담이동, 미화빌라)",제주특별자치도 제주시 용담이동 592번지 7호,63157,지하,278,336,2021.12.31 14:39,I,2023.7.28 1:14,33,30,46.65,126,30,23.04,33.51281516,126.5066575,907744.7873,1502766.576
214,6510000-S200300002,2019.2.22,,사용중,,남양맨션 가동(지하주차장 1층),공공용시설,"제주특별자치도 제주시 용화로5길 14 (용담이동, 남양맨션)",제주특별자치도 제주시 용담이동 609번지 68호,63157,지하,690.11,836,2021.12.31 14:39,I,2023.7.28 1:14,33,30,40.23,126,30,23.66,33.51120799,126.5065253,907730.8066,1502588.498
215,6510000-S200300008,2019.2.22,,사용중,,성화연립(지하주차장 1층),공공용시설,"제주특별자치도 제주시 성화로1길 5-2 (용담이동, 성화연립)",제주특별자치도 제주시 용담이동 884번지 7호,63158,지하,211.85,256,2021.12.31 14:41,I,2023.7.28 1:14,33,30,37.26,126,30,14.46,33.51036491,126.5041093,907505.5153,1502497.172
216,6510000-S200300014,2019.2.22,,사용중,,진영빌라(지하주차장 1층),공공용시설,"제주특별자치도 제주시 용화로 35 (용담이동, 진영빌라)",제주특별자치도 제주시 용담이동 614번지 41호,63157,지하,160,193,2021.12.31 14:42,I,2023.7.28 1:14,33,30,35.9,126,30,26.22,33.50992585,126.5072438,907796.1768,1502445.701
217,6510000-S200300016,2019.2.22,,사용중,,한양아트빌라 B동(지하주차장 1층),공공용시설,"제주특별자치도 제주시 용문로21길 32 (용담이동, 한양아트빌라)",제주특별자치도 제주시 용담이동 646번지 53호,63160,지하,408.94,495,2021.12.31 14:42,I,2023.7.28 1:14,33,30,26.52,126,30,29.28,33.50743281,126.5081148,907874.4385,1502168.51
218,6510000-S200300019,2019.2.22,,사용중,,세진빌라(지하주차장 1층),공공용시설,"제주특별자치도 제주시 서해안로 648 (용담삼동, 세진빌라)",제주특별자치도 제주시 용담삼동 516번지 2호,63150,지하,538.4,652,2021.12.31 14:43,I,2023.7.28 1:14,33,30,57.53,126,30,21.72,33.51607067,126.5060711,907693.7832,1503128.056
219,6510000-S199900003,2019.11.18,,사용중,,제주 천주교 중앙성당(지하주차장 1층),공공용시설,"제주특별자치도 제주시 관덕로8길 14 (삼도이동, 천주교제주교구 중앙성당)",제주특별자치도 제주시 삼도이동 114번지,63168,지하,386,467,2023.4.30 9:25,I,2023.7.28 1:14,33,30,43.37,126,31,23.71,33.51206214,126.5234261,909301.4185,1502668.301
220,6510000-S198800002,2019.11.18,,사용중,,메가박스 제주점(지하주차장 1층~2층),공공용시설,"제주특별자치도 제주시 중앙로14길 18 (삼도이동, 아카데미극장)",제주특별자치도 제주시 삼도이동 108번지 13호,63168,지하,2492.1,3020,2023.4.30 9:22,I,2023.7.28 1:14,33,30,41.73,126,31,21.33,33.51148166,126.5225297,909217.5624,1502604.724
